id,calendar_date,day_type,day_name,is_working_day,notes,created_at,updated_at
299,2026-01-24,休日,土,0,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
300,2026-01-25,休日,日,0,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
301,2026-01-26,営業日,月,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
302,2026-01-27,営業日,火,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
303,2026-01-28,営業日,水,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
304,2026-01-29,営業日,木,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
305,2026-01-30,営業日,金,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
306,2026-01-31,休日,土,0,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
307,2026-02-01,休日,日,0,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
308,2026-02-02,営業日,月,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
309,2026-02-03,営業日,火,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
310,2026-02-04,営業日,水,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
311,2026-02-05,営業日,木,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
312,2026-02-06,営業日,金,1,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
313,2026-02-07,休日,土,0,NULL,"2025-10-06 19:58:38","2025-10-06 19:58:38"
